id,ClassId
5653,1
4037,12
642,38
2915,2
7271,32
7205,4
3971,2
2860,11
210,2
1588,3
185,9
5942,3
1687,13
2422,16
7452,4
5774,12
7569,13
454,2
5067,2
5649,32
1307,2
30,1
4244,9
159,2
6927,1
2488,38
4783,12
7020,38
6558,3
1424,25
5793,11
4271,3
6976,3
4476,2
863,1
3901,12
3002,4
4743,25
499,3
4030,13
5556,9
5932,1
4791,12
4153,2
5166,3
3811,12
2237,1
5768,25
5843,3
5609,1
4444,1
6335,9
3222,38
3682,25
5289,35
4323,25
4120,3
7126,1
6047,12
5623,12
5657,2
6948,9
3243,30
2026,2
1111,11
4317,2
7648,3
4240,13
6027,3
3496,1
7449,13
1061,33
4782,12
3163,1
6826,18
6105,32
5716,2
5993,9
3042,39
5227,17
475,2
728,1
6502,25
1497,12
4923,11
547,1
6163,25
4815,3
7081,25
1478,1
3392,3
1370,33
3409,38
348,2
2825,9
1013,3
6632,41
3239,1
3096,9
1375,2
6568,2
2037,25
6613,3
3825,13
6882,12
6252,3
6005,3
366,12
5734,2
3242,2
2605,3
2717,2
6442,25
7013,2
4499,1
4835,2
5931,13
7381,3
3408,1
3302,25
2838,17
262,33
5131,1
3155,25
2464,15
7775,1
4160,25
6642,25
3156,2
443,9
6405,25
3821,25
1486,25
7435,12
1091,9
3341,2
1348,9
2092,1
6797,25
6370,9
7512,9
787,2
6946,13
3625,1
5464,2
1172,25
2764,2
6969,12
5189,25
3762,12
3545,1
2976,11
7375,3
3135,3
3716,1
3604,25
6102,2
2653,3
7291,5
4881,38
6965,12
6416,39
7661,2
2260,13
6428,3
3226,2
64,1
678,17
5499,11
4495,2
1816,2
2373,11
1801,2
5636,11
7654,1
6036,32
3427,25
5470,25
5688,12
6588,11
1593,11
4148,9
561,2
2855,3
7767,2
7776,2
5090,1
6785,1
1112,3
6221,12
154,3
2367,12
5733,17
5756,3
4754,25
409,11
6279,17
846,18
3175,11
4597,25
3173,12
7027,15
1301,1
5133,32
1894,15
5091,12
7149,1
4553,1
7555,25
2684,2
1048,17
552,17
488,25
6082,3
7551,17
7798,17
6325,42
3653,11
3316,13
57,38
3529,2
5158,2
864,25
7348,9
340,12
5542,25
3339,1
7315,2
4455,25
3799,4
4642,3
628,17
6006,12
4310,2
4750,25
425,25
4502,13
6058,1
2862,3
4333,12
3102,13
4714,3
3028,3
5913,3
1704,1
6113,1
611,12
7669,12
3500,3
4340,13
802,11
2547,25
2388,25
1201,23
4940,12
3504,12
103,25
6322,32
5600,2
7289,25
7037,25
1921,25
3190,23
805,2
4670,12
1219,3
590,3
6103,2
7374,3
6374,32
4981,17
1102,1
4674,25
4371,13
7350,13
1685,12
5459,1
3904,11
7279,13
1286,32
6777,9
4002,3
6651,25
6966,1
7413,25
1851,3
5093,2
3828,11
1480,11
4864,17
1464,2
4482,1
2426,13
994,2
1885,11
6791,2
7061,11
1654,12
7188,11
7666,1
6195,2
799,1
3990,12
3866,1
827,12
2229,3
4074,38
3732,2
718,25
4025,23
4393,33
6194,13
2937,13
7752,38
5918,2
2791,1
5568,2
6329,38
2528,35
42,13
423,2
6960,1
6559,3
199,3
7398,2
3450,13
7731,12
511,25
5486,25
7548,9
6899,1
3104,25
2521,25
3318,17
5516,2
3279,3
4398,2
2020,2
880,12
1211,23
3643,13
571,25
3040,1
4184,23
2864,38
6157,17
5472,25
606,3
4426,25
3142,2
6454,25
3871,1
725,25
2577,23
295,1
7001,1
4100,17
6357,11
7003,3
1981,1
2538,3
7825,4
1081,2
457,13
258,25
3578,1
1555,34
5532,12
157,32
1017,3
3064,3
7559,25
4917,2
2358,17
6620,1
3801,1
6208,2
5407,17
3765,11
2195,3
5266,25
2127,9
3850,11
4985,2
7837,18
4734,2
1335,13
3959,11
4727,1
2795,12
7766,25
972,13
4103,1
7052,25
7393,2
7600,22
3225,3
559,39
6097,11
3215,12
5665,12
1265,17
4953,3
6879,3
2053,3
2767,1
208,12
1911,3
1522,2
2848,11
3769,15
3265,32
653,3
5701,18
5629,9
5726,1
2602,11
2844,11
3317,3
1621,3
1084,3
2034,25
5534,13
1179,11
5620,13
6652,25
3984,1
2295,3
703,3
5759,13
3806,1
1917,33
1508,3
480,3
6377,4
2005,17
5037,12
3205,2
558,1
3704,3
1031,13
421,2
4779,2
7175,11
3839,3
7245,13
5804,1
2283,25
3452,25
114,1
1990,38
7063,1
6951,12
3599,25
4318,1
1316,2
5763,2
4831,11
2872,17
3615,3
3137,1
7360,9
1124,25
4034,9
7694,3
6173,3
2078,3
3570,2
1984,12
2149,11
6534,2
3361,9
3941,11
7618,2
4947,1
991,2
4677,38
7183,12
5033,12
2748,1
7388,38
7549,1
1827,2
20,39
4285,12
3364,38
3774,9
4563,25
3391,3
6602,2
5492,3
2916,2
1694,13
3923,11
7341,1
7444,3
3785,9
3127,2
5408,3
2985,11
7560,25
1339,12
5224,2
296,1
3558,11
3484,1
1566,1
3116,2
4151,2
6189,38
4621,38
3849,1
1097,25
7664,32
4336,12
6258,11
763,38
5055,38
5771,1
7028,2
2831,2
2142,1
693,1
5507,17
4939,3
4415,3
5528,3
1488,25
2262,12
336,3
407,3
6682,38
3712,9
1044,1
3048,3
4467,25
4494,9
3912,12
1586,32
5910,12
2530,25
6380,13
2046,25
4738,3
5919,3
5401,32
7379,2
6445,1
3270,25
6,4
439,2
351,1
828,25
883,33
5424,1
2735,11
3472,2
1040,1
2940,1
4972,25
5559,1
5674,23
5696,25
7518,4
6805,25
248,2
7250,12
2799,1
1443,12
2254,31
3921,2
7049,2
4753,12
1645,13
6931,32
91,25
2691,15
6323,38
155,12
6441,3
4474,25
1451,12
7587,41
6073,2
7046,2
142,2
7615,9
7062,25
420,39
5508,36
1199,38
3594,13
6755,12
6950,9
4770,25
4645,11
7373,4
6840,2
432,3
484,1
3709,38
3387,11
4720,2
2314,18
777,13
410,1
5106,25
4174,12
5081,25
984,38
179,3
3750,1
7500,25
5162,1
3571,35
2640,9
4513,3
1292,1
7469,2
692,25
2689,38
4710,2
7210,3
5747,39
3384,38
2412,12
5071,25
6829,3
3948,3
7231,13
7417,25
6328,3
3199,25
7667,38
6715,31
4436,4
6459,9
4739,1
2719,9
190,13
5922,11
1906,3
291,2
6984,38
7019,12
641,9
3582,36
1729,13
5119,17
1551,25
6412,17
1510,25
3633,2
734,2
6347,17
469,38
1377,38
2828,2
3247,38
3094,1
4517,11
6667,13
4425,2
4007,12
2711,25
2724,2
3608,23
1617,1
435,9
1869,38
952,3
5764,2
2359,3
6124,12
1389,38
6543,2
280,11
1672,11
4784,11
6484,25
6162,13
1473,1
253,13
1504,3
5924,1
3872,12
4458,17
5683,1
249,1
4197,3
3145,1
4918,41
5527,3
4573,38
5718,3
2438,12
5524,2
118,2
2852,7
7581,15
1228,3
4747,12
627,2
4441,12
7216,25
1571,17
2027,11
6419,1
130,2
2999,9
648,13
1363,1
6917,3
2308,12
7302,17
7699,32
5367,1
234,1
428,17
824,25
3744,1
2815,25
752,25
2816,33
1638,12
1077,25
3424,25
4085,25
3167,1
2565,9
4064,38
572,13
664,2
2248,1
6874,25
3211,4
2966,36
4238,2
6452,1
6076,3
338,25
2868,23
2806,3
2904,1
597,12
2329,3
5639,1
4143,3
4386,1
2869,38
3773,13
2790,25
4522,2
5072,2
4756,3
5755,25
6390,41
1412,17
7134,2
5497,1
1776,9
1554,11
4855,2
5934,25
7726,2
6757,2
5120,3
1920,13
6593,12
1247,2
720,3
4457,2
6301,13
1856,3
2468,9
6796,3
5046,1
1276,39
5105,2
6202,35
6180,2
5906,3
6393,12
7612,25
2175,9
7470,9
3128,13
3936,25
2368,2
2947,9
754,1
6029,39
6764,13
7226,3
7841,12
2036,9
2840,9
273,17
3179,25
4372,6
7185,38
516,3
5320,3
3674,11
4233,3
2693,25
5295,11
3182,1
5897,38
5678,11
254,9
3262,1
1778,11
645,13
5427,12
2249,1
5000,13
7656,2
3249,1
2060,1
7815,2
3557,12
3080,16
300,11
554,2
2114,25
4838,3
4239,1
1977,9
6134,12
3607,38
1942,25
53,1
6810,13
7176,25
6544,13
4769,25
5865,2
7077,9
5019,13
3112,2
7460,2
6876,3
6541,12
5745,25
4237,1
4111,3
743,42
2269,3
4470,12
4081,3
4210,38
5589,12
6903,3
6361,2
7137,3
6549,1
3895,3
5861,33
3477,3
2625,2
4601,3
2323,11
2701,9
5054,1
7441,1
804,1
6734,12
569,1
6635,13
903,2
3386,1
3565,3
4999,12
7807,25
2252,3
2334,25
7158,17
6337,25
517,17
3734,2
6535,25
3428,1
7253,25
2065,9
6253,2
6364,1
4421,13
2075,11
3810,9
4554,38
6717,1
1988,2
168,12
5229,1
595,2
3826,1
1331,2
3833,1
1578,38
6272,31
3974,9
2667,25
4544,3
6224,1
6941,11
5286,9
687,3
3631,31
7823,3
1890,23
1099,38
2287,16
6821,25
5411,11
2956,11
6857,2
2814,1
738,13
419,25
7067,3
6466,9
6421,12
1403,39
3938,25
568,5
7723,17
497,2
1524,3
5306,25
2572,3
4181,2
5929,2
6504,25
1769,1
7095,25
2796,1
4827,2
2246,9
7806,9
6698,38
1189,11
7192,25
3473,13
4706,3
817,3
3517,13
6283,12
1673,38
7769,3
4849,1
3129,1
4176,2
3174,17
2055,25
3730,3
5573,1
7014,9
6665,1
110,3
1711,41
2738,38
1780,3
7695,11
193,13
1951,2
5239,38
3422,25
2280,2
7232,25
4112,2
4995,13
5469,2
7339,2
408,12
7194,1
5474,42
9,2
4462,32
3071,12
2410,11
3020,13
4751,2
3547,13
6461,12
7099,2
6004,1
6782,12
2369,38
7463,1
1215,1
4792,25
3255,9
2654,1
7087,12
7389,17
4054,12
2099,2
6438,9
3745,13
6492,9
331,12
6128,25
5176,11
5679,13
5575,13
4161,25
1676,11
3117,6
665,38
3306,38
600,4
7693,1
7172,12
4797,3
1130,25
5784,38
5436,3
7489,12
3863,9
6794,1
1489,13
6683,9
5042,3
7141,9
6669,3
1703,3
24,4
2524,3
783,2
3884,25
6446,42
4545,6
5557,4
244,12
5219,17
7386,38
565,25
6508,12
4640,12
570,2
557,25
7322,9
7622,38
7084,3
892,1
4611,12
957,2
3,13
765,2
4403,13
749,1
7256,2
7058,11
84,13
4073,3
6624,3
5335,1
7396,38
3038,25
5808,12
3172,38
3188,3
2318,1
4319,1
2458,11
5060,25
7299,16
3909,25
7744,1
7051,9
4740,32
2706,1
930,2
4193,38
7309,6
6297,25
1950,9
6789,14
346,25
4256,1
6958,2
1786,9
2453,25
1052,33
6839,3
464,42
7582,15
36,11
3562,13
2389,11
7240,12
672,25
5181,3
5361,3
220,2
6048,3
4352,38
5787,3
4384,9
6806,12
6640,1
2447,1
4131,17
4231,38
6501,9
2159,1
791,2
3218,25
2808,12
4843,38
6225,25
223,4
5362,3
3480,39
2069,12
7002,32
730,11
474,13
3688,5
6248,9
1101,13
7059,25
7472,25
898,12
4152,11
3751,25
328,16
3686,25
5899,11
662,25
7487,25
5579,2
1332,3
7741,25
5371,12
1023,38
1817,3
5610,11
6465,11
1431,25
7355,2
329,2
436,12
149,3
3812,38
7501,13
405,12
7425,9
6209,9
2402,9
3687,1
2887,1
7743,11
750,1
3085,7
2198,1
1570,11
7261,2
4169,2
3531,3
1854,18
2045,1
3668,42
424,13
4314,25
5152,25
2,1
3315,1
4851,3
3655,7
4518,1
4664,12
7285,1
3929,25
4787,1
7273,17
3666,12
7138,11
1557,1
1036,2
7636,9
6962,1
5652,9
2975,3
6580,38
1606,32
5014,2
3919,25
928,11
5816,13
5099,11
5013,11
61,1
7196,9
1364,17
3109,1
4080,9
7060,3
531,38
333,25
4257,11
3025,11
2964,31
6274,38
888,12
2948,25
7756,2
1467,2
7399,17
2930,11
5277,13
5817,1
2591,2
3982,2
3347,25
1527,3
3581,3
3556,11
2939,1
7670,9
6332,38
28,11
931,12
6675,6
6845,15
4061,12
7163,1
2168,3
4984,1
6355,38
6804,38
977,25
840,1
560,1
1133,2
5038,9
3258,13
81,38
2909,9
7071,13
6621,1
1562,30
4452,9
101,3
4941,3
3877,25
6060,39
5139,2
6990,17
4656,9
2002,3
6944,12
2889,33
5670,12
1712,9
5011,2
1843,12
5811,11
5467,33
6159,1
6340,25
2439,18
1585,31
6231,3
2288,1
2996,25
5803,2
7839,1
1625,2
3824,13
3499,3
2608,13
6265,2
1568,25
306,12
372,1
2430,11
5149,13
3346,3
1777,3
1757,3
1883,11
3433,2
403,1
476,1
5292,9
7128,3
5245,13
5001,3
4431,1
6205,12
1846,3
1653,3
6166,13
3857,2
2049,1
4363,2
1369,11
6487,12
5343,25
4297,1
916,3
3253,1
312,3
441,6
4742,1
1968,32
6860,1
6881,3
2510,25
3289,13
5549,3
5313,12
3718,38
6033,17
7637,2
2090,1
7197,3
5221,11
1180,38
2463,3
2936,12
4255,3
1888,25
3662,1
1001,3
7505,9
757,3
2483,3
3754,1
2573,1
1321,12
1675,1
3438,12
7558,25
7280,14
1324,2
6853,11
6171,25
1492,1
1256,1
3791,2
3873,25
1576,1
88,11
1365,1
2908,12
3848,2
7803,2
1746,3
107,1
2567,2
4622,3
1302,11
4014,9
3503,25
6815,13
7702,39
4466,17
3146,2
2276,2
2519,9
7203,12
2931,1
5952,3
6820,1
7508,2
3731,1
4510,3
1441,3
2355,38
2759,11
4449,1
5881,25
2371,11
231,11
5900,3
87,12
4191,3
6114,3
3304,2
6238,39
1157,9
3893,25
1192,2
7320,25
1589,16
1378,13
7432,11
4019,9
2554,11
5738,1
3679,12
19,38
5155,1
6059,9
583,2
4420,12
7481,32
1066,22
3540,3
1507,12
3354,1
2152,1
4109,4
1220,1
4929,2
4268,25
1384,2
5455,25
7365,18
7553,11
3457,32
5355,12
1414,32
889,11
3728,1
3336,1
6110,12
2264,2
4580,11
5807,2
1895,25
1428,39
2954,1
1787,3
5416,11
1958,1
2138,1
1423,25
1759,2
5868,25
3463,13
5994,2
6406,3
6111,25
5496,13
3193,6
6084,40
4434,25
6199,2
6731,1
6321,25
5668,23
7478,2
2564,25
4187,2
2357,11
2150,1
6940,17
3502,9
6739,17
5171,12
3031,25
2787,1
1836,3
1873,2
4096,9
4882,25
4362,3
6528,2
47,12
866,13
1006,2
5164,25
5750,2
1940,13
6141,11
2569,25
3883,38
6294,3
3051,2
5694,1
7281,9
7252,25
5278,28
426,25
3399,3
2769,12
11,25
6178,25
1996,25
5080,25
7204,37
555,9
3267,12
2182,13
5661,2
2702,11
3200,9
3212,13
3027,12
5944,1
5815,12
5298,17
6875,4
3283,3
6638,2
7655,2
2849,1
4613,25
1194,2
417,11
1597,3
3634,1
764,13
4270,25
1383,25
5848,1
345,25
6314,32
173,25
6763,41
7142,25
2775,3
6527,1
4139,25
3016,9
5707,38
1406,25
4780,13
989,18
1748,25
7346,38
5517,12
6271,15
3437,1
2457,1
2800,12
4395,2
513,11
92,3
3013,9
5137,33
1300,25
786,1
3456,2
1848,13
141,12
6247,9
7770,38
7779,25
988,2
429,38
5314,13
1864,3
550,3
2469,13
4543,12
3951,2
140,11
2343,1
6615,9
380,3
3197,1
2978,12
5785,13
671,32
7148,9
1145,25
6315,12
785,13
830,25
6261,4
1680,1
7466,2
7357,16
5184,17
669,11
7525,12
6212,11
2801,17
4050,40
7173,11
2562,14
5841,12
2633,25
711,12
1086,3
6389,25
1812,11
6062,38
6901,17
2837,25
7674,2
4938,25
6240,25
2920,3
1415,12
4166,12
7406,2
7682,3
6211,3
7451,25
1344,5
4123,9
1495,25
7356,9
4259,9
5378,32
2351,4
353,23
3227,38
6498,39
7516,2
3181,3
3725,1
1543,3
868,17
5713,1
3561,11
5103,2
5618,1
1861,1
5089,9
2416,5
1642,11
6659,2
5662,1
5754,25
2244,38
6566,13
3201,1
1667,1
4116,25
5075,25
1057,2
4012,2
4056,9
6582,11
4220,1
1697,9
519,2
5127,2
2302,25
2611,25
4758,38
5818,11
6127,11
2993,9
6495,12
7791,2
1948,1
1455,9
5799,2
7810,32
4861,3
3374,3
1283,25
5857,1
4448,1
3551,1
1207,25
1790,25
6216,12
3994,25
3278,25
6266,17
6584,3
6000,38
5357,38
5479,38
7584,2
1536,39
317,1
6071,17
2953,3
7283,41
7496,38
3095,1
6623,25
2208,3
2273,13
6206,11
5056,5
959,11
7000,2
7078,23
5926,11
3467,12
1083,25
7305,11
5285,11
7754,3
6824,11
4945,25
7498,2
2726,9
4626,32
7689,3
6052,25
2265,9
2615,2
1541,3
1641,3
1902,38
1727,9
4328,16
6799,42
4530,25
1825,12
1240,17
6040,13
7390,3
5721,1
3755,25
5475,12
1619,1
5288,9
4655,38
708,13
2518,25
4549,25
5572,25
974,5
6239,2
5040,11
1368,3
1288,11
2112,1
7347,13
3019,38
2070,25
255,1
634,9
4367,2
7805,12
3996,17
793,2
1487,15
4357,1
5364,12
3880,2
7486,12
7531,11
2024,2
7488,11
6410,11
7290,25
138,38
6456,2
2328,9
2641,11
183,38
739,25
1726,13
5824,2
1832,38
2665,2
2459,25
5717,13
2261,2
4846,41
251,25
5051,25
5460,5
910,38
1184,1
2788,3
2760,2
2750,2
6351,17
6316,42
4654,25
3638,11
3273,38
2674,25
7045,42
1922,32
7272,1
438,12
1246,17
7106,25
3552,3
5751,2
2394,12
3101,2
4848,11
5977,2
5257,12
4473,12
5267,13
6304,2
6982,25
5782,25
7092,9
6210,12
6422,2
4098,2
5595,9
7202,3
4136,25
4685,3
4491,3
4125,1
3635,1
5590,1
3159,4
760,2
4020,12
3300,12
2925,25
1319,2
3790,3
2199,32
2942,12
1964,2
2218,11
4952,9
1394,25
3161,6
1169,12
