id,ClassId
1395,11
6115,9
5638,37
6055,1
3373,25
1993,9
2383,14
4570,1
6988,13
5950,5
3783,39
7571,2
7102,13
6711,1
49,38
4062,2
1408,38
7191,1
5324,18
2777,9
5374,4
3084,3
1146,2
257,20
2682,35
4973,2
2172,7
761,10
6817,10
689,9
655,26
4029,29
6140,8
5571,40
1468,3
3522,1
3076,10
4412,13
335,25
6146,38
4519,2
2025,2
2921,12
5526,14
4988,13
4856,38
3120,10
3100,25
1049,3
2537,2
3269,22
3954,4
5192,11
7577,38
1393,11
4699,9
4128,12
3752,26
598,38
7110,1
6289,38
3026,27
2047,11
871,1
150,2
1053,1
271,8
2900,4
6989,26
4658,12
4309,10
4122,41
908,4
5157,38
6448,12
6092,14
3695,28
853,4
7369,11
3230,5
1226,7
5673,25
4167,1
3576,27
4110,7
5182,12
1465,38
2425,8
7676,20
1944,18
6992,29
5129,10
5398,2
6936,38
1745,5
3050,25
1074,28
3553,2
1148,2
129,5
5801,1
2423,7
896,1
7611,22
276,7
7596,38
2063,23
4520,7
2834,0
3610,27
7808,13
1719,3
3252,1
2364,7
1420,12
3079,12
1632,35
1108,1
1297,1
503,20
2722,13
6942,33
3663,10
7307,20
37,8
4774,5
3764,2
6719,20
2968,10
6286,10
2178,3
5886,5
920,13
2157,12
4627,1
4576,17
3168,1
2014,13
5423,5
7772,10
1284,13
2124,21
4134,12
3475,13
1999,1
3501,12
1772,20
1032,9
7541,1
1149,7
1322,11
189,20
1718,2
5724,7
4778,12
4773,1
1181,38
1853,10
6878,38
7447,9
94,19
4993,10
6666,8
970,14
5732,18
726,42
5735,25
44,9
6996,4
1506,10
5384,10
3855,17
3714,14
1773,2
2774,2
5862,1
3719,2
4298,9
250,25
2535,18
4404,28
6869,5
2568,1
7499,40
2275,11
4560,7
6808,25
6949,8
6967,9
3925,28
1305,8
1505,0
3689,1
6609,1
607,9
233,12
1090,7
5300,18
2648,40
2756,21
1469,3
3254,21
4382,38
4077,8
6979,28
7483,1
7157,1
4504,13
4711,12
3524,1
7542,10
6663,1
5757,1
4232,13
6637,1
4408,1
3056,5
3136,38
5878,4
3421,1
3118,1
2773,10
2974,14
3781,10
2467,4
644,15
4429,18
858,25
4385,11
3436,11
7651,27
7024,11
1519,9
1059,3
7715,26
1587,12
3451,9
95,18
860,25
4866,33
543,13
119,6
392,1
1665,1
1372,26
3711,7
7044,36
1320,28
7785,10
5084,1
3141,25
4321,21
1716,23
6133,2
4108,12
4188,3
4757,35
4715,3
4185,3
3329,13
4486,25
6409,40
2656,5
446,10
4897,18
6961,11
5601,12
2835,1
89,38
1936,18
6449,11
3970,28
6352,3
6460,40
7477,5
3461,12
3046,1
6308,2
2811,31
602,2
5949,13
6101,36
3209,15
1947,25
290,17
5373,10
4883,11
733,11
5124,31
6057,30
7343,25
670,1
5193,21
1793,9
3932,11
3401,13
3569,18
6631,27
4551,38
1346,12
4055,1
4569,9
3469,8
7319,17
3612,1
5457,3
7220,2
5967,13
2376,12
4854,1
2187,12
1212,9
5552,5
500,9
7264,4
7724,2
3231,25
1411,13
5890,14
448,5
5431,10
1523,1
4088,2
5965,3
7391,1
5653,1
4037,12
642,38
2915,2
7271,1
7205,7
3971,2
2860,23
210,2
1588,2
185,9
5942,5
1687,13
2422,33
7452,10
5774,12
7569,13
454,15
5067,4
5649,14
1307,1
30,1
4244,9
159,4
6927,1
2488,38
4783,12
7020,36
6558,3
1424,20
5793,18
4271,2
6976,3
4476,4
863,1
3901,38
3002,10
4743,22
499,4
4030,13
5556,41
5932,1
4791,12
4153,3
5166,8
3811,1
2237,33
5768,18
5843,2
5609,40
4444,1
6335,42
3222,34
3682,26
5289,18
4323,28
4120,3
7126,34
6047,12
5623,35
5657,9
6948,9
3243,18
2026,2
1111,20
4317,2
7648,5
4240,13
6027,1
3496,1
7449,13
1061,8
4782,1
3163,3
6826,24
6105,6
5716,5
5993,9
3042,10
5227,9
475,2
728,35
6502,20
1497,10
4923,18
547,1
6163,11
4815,4
7081,25
1478,1
3392,10
1370,8
3409,38
348,15
2825,8
1013,3
6632,35
3239,4
3096,9
1375,5
6568,2
2037,25
6613,5
3825,13
6882,12
6252,2
6005,2
366,12
5734,1
3242,2
2605,5
2717,2
6442,11
7013,2
4499,40
4835,2
5931,13
7381,2
3408,7
3302,25
2838,17
262,13
5131,1
3155,18
2464,35
7775,5
4160,25
6642,31
3156,10
443,2
6405,25
3821,26
1486,21
7435,12
1091,34
3341,10
1348,9
2092,5
6797,10
6370,8
7512,5
787,5
6946,13
3625,9
5464,10
1172,18
2764,4
6969,15
5189,18
3762,12
3545,3
2976,29
7375,7
3135,8
3716,1
3604,31
6102,2
2653,3
7291,1
4881,38
6965,25
6416,10
7661,14
2260,13
6428,1
3226,2
64,9
678,17
5499,22
4495,4
1816,9
2373,26
1801,2
5636,29
7654,9
6036,14
3427,18
5470,25
5688,9
6588,11
1593,28
4148,5
561,2
2855,8
7767,2
7776,2
5090,37
6785,7
1112,3
6221,34
154,4
2367,12
5733,9
5756,10
4754,25
409,23
6279,17
846,18
3175,11
4597,18
3173,7
7027,2
1301,12
5133,14
1894,35
5091,12
7149,8
4553,1
7555,25
2684,2
1048,17
552,14
488,30
6082,3
7551,9
7798,17
6325,3
3653,11
3316,13
57,38
3529,8
5158,5
864,18
7348,8
340,12
5542,11
3339,5
7315,2
4455,24
3799,7
4642,5
628,17
6006,12
4310,5
4750,25
425,11
4502,13
6058,4
2862,3
4333,1
3102,13
4714,4
3028,3
5913,14
1704,0
6113,1
611,12
7669,12
3500,4
4340,13
802,23
2547,20
2388,19
1201,23
4940,17
3504,12
103,25
6322,40
5600,10
7289,19
7037,8
1921,35
3190,27
805,2
4670,15
1219,5
590,7
6103,40
7374,3
6374,11
4981,17
1102,1
4674,25
4371,13
7350,13
1685,11
5459,1
3904,25
7279,13
1286,36
6777,9
4002,5
6651,26
6966,1
7413,25
1851,3
5093,4
3828,31
1480,11
4864,17
1464,5
4482,5
2426,13
994,2
1885,18
6791,7
7061,26
1654,12
7188,11
7666,1
6195,4
799,1
3990,0
3866,1
827,12
2229,4
4074,38
3732,3
718,24
4025,31
4393,10
6194,13
2937,25
7752,38
5918,10
2791,9
5568,2
6329,38
2528,4
42,13
423,2
6960,1
6559,4
199,3
7398,5
3450,13
7731,12
511,20
5486,30
7548,10
6899,1
3104,1
2521,19
3318,17
5516,5
3279,8
4398,2
2020,7
880,12
1211,11
3643,13
571,25
3040,38
4184,30
2864,38
6157,10
5472,25
606,5
4426,25
3142,16
6454,25
3871,34
725,25
2577,35
295,1
7001,1
4100,17
6357,18
7003,4
1981,1
2538,3
7825,4
1081,2
457,13
258,18
3578,0
1555,35
5532,12
157,8
1017,5
3064,14
7559,25
4917,2
2358,17
6620,40
3801,8
6208,40
5407,38
3765,31
2195,14
5266,20
2127,10
3850,25
4985,5
7837,18
4734,4
1335,13
3959,11
4727,3
2795,12
7766,28
972,13
4103,5
7052,25
7393,2
7600,22
3225,5
559,14
6097,18
3215,12
5665,35
1265,17
4953,4
6879,14
2053,4
2767,37
208,12
1911,5
1522,4
2848,19
3769,15
3265,14
653,3
5701,24
5629,9
5726,38
2602,11
2844,11
3317,5
1621,5
1084,5
2034,11
5534,13
1179,23
5620,13
6652,18
3984,4
2295,4
703,1
5759,13
3806,9
1917,40
1508,5
480,7
6377,10
2005,41
5037,12
3205,2
558,2
3704,5
1031,13
421,4
4779,8
7175,18
3839,3
7245,13
5804,3
2283,30
3452,31
114,1
1990,38
7063,1
6951,12
3599,18
4318,1
1316,2
5763,1
4831,22
2872,17
3615,8
3137,40
7360,9
1124,23
4034,10
7694,5
6173,3
2078,5
3570,7
1984,12
2149,11
6534,2
3361,9
3941,11
7618,10
4947,0
991,1
4677,38
7183,12
5033,12
2748,1
7388,38
7549,1
1827,2
20,34
4285,12
3364,38
3774,9
4563,28
3391,8
6602,4
5492,3
2916,2
1694,13
3923,11
7341,2
7444,3
3785,9
3127,2
5408,8
2985,11
7560,25
1339,35
5224,5
296,1
3558,22
3484,1
1566,1
3116,1
4151,5
6189,38
4621,38
3849,2
1097,22
7664,14
4336,12
6258,31
763,38
5055,38
5771,1
7028,2
2831,12
2142,33
693,1
5507,4
4939,1
4415,4
5528,4
1488,23
2262,12
336,4
407,14
6682,38
3712,8
1044,15
3048,3
4467,27
4494,10
3912,12
1586,4
5910,12
2530,25
6380,13
2046,23
4738,8
5919,7
5401,1
7379,2
6445,9
3270,18
6,10
439,2
351,40
828,30
883,10
5424,1
2735,26
3472,4
1040,1
2940,1
4972,30
5559,2
5674,10
5696,31
7518,8
6805,26
248,2
7250,35
2799,35
1443,9
2254,26
3921,2
7049,2
4753,12
1645,13
6931,14
91,25
2691,10
6323,38
155,12
6441,5
4474,25
1451,12
7587,33
6073,2
7046,4
142,4
7615,10
7062,25
420,11
5508,12
1199,10
3594,13
6755,38
6950,10
4770,30
4645,23
7373,8
6840,2
432,5
484,1
3709,21
3387,11
4720,10
2314,18
777,25
410,34
5106,19
4174,12
5081,25
984,38
179,2
3750,1
7500,11
5162,34
3571,35
2640,9
4513,4
1292,1
7469,3
692,11
2689,38
4710,1
7210,4
5747,10
3384,10
2412,15
5071,25
6829,7
3948,5
7231,13
7417,11
6328,5
3199,24
7667,38
6715,27
4436,7
6459,2
4739,5
2719,10
190,13
5922,11
1906,1
291,5
6984,38
7019,12
641,2
3582,9
1729,13
5119,17
1551,11
6412,41
1510,25
3633,10
734,2
6347,17
469,38
1377,38
2828,1
3247,38
3094,1
4517,29
6667,13
4425,2
4007,15
2711,26
2724,10
3608,11
1617,1
435,9
1869,38
952,2
5764,7
2359,1
6124,12
1389,38
6543,5
280,21
1672,10
4784,27
6484,18
6162,13
1473,40
253,13
1504,10
5924,4
3872,12
4458,2
5683,1
249,8
4197,10
3145,1
4918,42
5527,10
4573,38
5718,15
2438,35
5524,9
118,2
2852,7
7581,15
1228,2
4747,1
627,3
4441,12
7216,31
1571,17
2027,28
6419,1
130,2
2999,9
648,13
1363,1
6917,1
2308,1
7302,17
7699,4
5367,0
234,1
428,41
824,25
3744,3
2815,20
752,25
2816,1
1638,1
1077,20
3424,18
4085,21
3167,1
2565,10
4064,38
572,13
664,5
2248,15
6874,25
3211,7
2966,36
4238,5
6452,1
6076,2
338,25
2868,1
2806,9
2904,1
597,34
2329,14
5639,1
4143,5
4386,5
2869,38
3773,13
2790,28
4522,5
5072,1
4756,8
5755,21
6390,41
1412,7
7134,2
5497,4
1776,9
1554,22
4855,5
5934,28
7726,2
6757,10
5120,4
1920,13
6593,12
1247,2
720,7
4457,9
6301,13
1856,3
2468,9
6796,5
5046,37
1276,36
5105,2
6202,35
6180,0
5906,8
6393,38
7612,11
2175,8
7470,10
3128,13
3936,11
2368,2
2947,10
754,1
6029,25
6764,13
7226,7
7841,38
2036,9
2840,10
273,9
3179,16
4372,37
7185,38
516,1
5320,4
3674,23
4233,4
2693,24
5295,18
3182,1
5897,38
5678,18
254,14
3262,3
1778,18
645,13
5427,12
2249,5
5000,13
7656,15
3249,1
2060,1
7815,2
3557,12
3080,4
300,28
554,5
2114,20
4838,4
4239,1
1977,9
6134,12
3607,38
1942,10
53,33
6810,13
7176,18
6544,13
4769,29
5865,5
7077,8
5019,13
3112,1
7460,2
6876,8
6541,8
5745,30
4237,4
4111,1
743,4
2269,16
4470,12
4081,15
4210,38
5589,12
6903,5
6361,2
7137,2
6549,9
3895,8
5861,13
3477,2
2625,2
4601,9
2323,11
2701,10
5054,1
7441,1
804,1
6734,9
569,2
6635,13
903,4
3386,0
3565,3
4999,4
7807,25
2252,8
2334,29
7158,9
6337,19
517,9
3734,2
6535,25
3428,0
7253,26
2065,9
6253,2
6364,1
4421,13
2075,11
3810,9
4554,38
6717,1
1988,37
168,12
5229,4
595,2
3826,9
1331,2
3833,1
1578,38
6272,31
3974,4
2667,26
4544,4
6224,5
6941,19
5286,8
687,5
3631,21
7823,1
1890,23
1099,38
2287,9
6821,25
5411,29
2956,22
6857,8
2814,5
738,10
419,25
7067,8
6466,21
6421,13
1403,33
3938,23
568,1
7723,17
497,4
1524,4
5306,20
2572,5
4181,9
5929,1
6504,18
1769,0
7095,10
2796,1
4827,12
2246,17
7806,17
6698,38
1189,11
7192,30
3473,13
4706,1
817,35
3517,13
6283,2
1673,38
7769,3
4849,15
3129,1
4176,2
3174,17
2055,25
3730,7
5573,1
7014,17
6665,1
110,10
1711,17
2738,38
1780,8
7695,23
193,13
1951,10
5239,13
3422,18
2280,4
7232,25
4112,9
4995,13
5469,10
7339,5
408,12
7194,1
5474,33
9,1
4462,14
3071,12
2410,26
3020,13
4751,2
3547,14
6461,12
7099,2
6004,1
6782,1
2369,38
7463,4
1215,4
4792,26
3255,9
2654,4
7087,12
7389,40
4054,12
2099,2
6438,9
3745,13
6492,9
331,12
6128,11
5176,24
5679,13
5575,13
4161,31
1676,11
3117,7
665,38
3306,38
600,10
7693,7
7172,12
4797,3
1130,28
5784,38
5436,3
7489,3
3863,10
6794,1
1489,13
6683,7
5042,2
7141,9
6669,8
1703,8
24,4
2524,8
783,1
3884,25
6446,33
4545,37
5557,4
244,33
5219,17
7386,38
565,20
6508,9
4640,34
570,7
557,11
7322,9
7622,7
7084,8
892,3
4611,12
957,2
3,13
765,1
4403,13
749,2
7256,7
7058,22
84,13
4073,3
6624,10
5335,12
7396,38
3038,25
5808,12
3172,38
3188,7
2318,1
4319,1
2458,19
5060,11
7299,10
3909,25
7744,1
7051,10
4740,1
2706,3
930,2
4193,38
7309,3
6297,27
1950,9
6789,34
346,25
4256,1
6958,1
1786,10
2453,22
1052,35
6839,5
464,5
7582,18
36,21
3562,13
2389,24
7240,1
672,26
5181,7
5361,1
220,2
6048,10
4352,38
5787,5
4384,10
6806,4
6640,3
2447,1
4131,17
4231,38
6501,9
2159,11
791,2
3218,11
2808,12
4843,38
6225,27
223,4
5362,4
3480,40
2069,12
7002,36
730,11
474,13
3688,5
6248,4
1101,13
7059,25
7472,26
898,12
4152,11
3751,11
328,9
3686,25
5899,11
662,18
7487,30
5579,8
1332,4
7741,29
5371,12
1023,38
1817,5
5610,11
6465,11
1431,10
7355,2
329,1
436,12
149,3
3812,38
7501,13
405,25
7425,10
6209,9
2402,10
3687,1
2887,1
7743,21
750,1
3085,15
2198,1
1570,23
7261,2
4169,2
3531,3
1854,26
2045,4
3668,7
424,13
4314,18
5152,29
2,3
3315,10
4851,8
3655,7
4518,2
4664,10
7285,1
3929,25
4787,1
7273,16
3666,7
7138,18
1557,40
1036,4
7636,10
6962,10
5652,10
2975,9
6580,38
1606,14
5014,2
3919,24
928,31
5816,13
5099,26
5013,28
61,1
7196,10
1364,9
3109,34
4080,10
7060,3
531,38
333,26
4257,28
3025,25
2964,31
6274,38
888,12
2948,23
7756,8
1467,5
7399,10
2930,18
5277,41
5817,3
2591,4
3982,2
3347,18
1527,8
3581,8
3556,21
2939,9
7670,9
6332,38
28,31
931,12
6675,37
6845,21
4061,12
7163,1
2168,8
4984,40
6355,7
6804,38
977,25
840,7
560,1
1133,2
5038,9
3258,13
81,38
2909,9
7071,13
6621,1
1562,30
4452,10
101,2
4941,3
3877,25
6060,40
5139,4
6990,17
4656,10
2002,3
6944,12
2889,40
5670,12
1712,10
5011,1
1843,12
5811,22
5467,14
6159,20
6340,25
2439,27
1585,29
6231,7
2288,1
2996,23
5803,5
7839,1
1625,9
3824,13
3499,4
2608,13
6265,10
1568,29
306,12
372,5
2430,11
5149,13
3346,10
1777,5
1757,8
1883,18
3433,2
403,4
476,14
5292,10
7128,3
5245,13
5001,7
4431,38
6205,20
1846,8
1653,3
6166,13
3857,5
2049,10
4363,20
1369,20
6487,11
5343,23
4297,7
916,2
3253,5
312,8
441,3
4742,1
1968,7
6860,1
6881,5
2510,10
3289,13
5549,1
5313,12
3718,38
6033,17
7637,2
2090,2
7197,2
5221,18
1180,38
2463,7
2936,12
4255,3
1888,25
3662,3
1001,4
7505,9
757,3
2483,8
3754,4
2573,4
1321,12
1675,1
3438,12
7558,18
7280,11
1324,10
6853,31
6171,25
1492,1
1256,7
3791,7
3873,25
1576,7
88,40
1365,7
2908,12
3848,2
7803,3
1746,5
107,1
2567,2
4622,3
1302,26
4014,9
3503,25
6815,13
7702,10
4466,9
3146,5
2276,2
2519,10
7203,12
2931,35
5952,3
6820,2
7508,38
3731,1
4510,3
1441,3
2355,38
2759,11
4449,40
5881,18
2371,21
231,11
5900,1
87,12
4191,4
6114,3
3304,2
6238,1
1157,4
3893,11
1192,10
7320,18
1589,10
1378,10
7432,21
4019,9
2554,22
5738,1
3679,12
19,38
5155,1
6059,10
583,10
4420,40
7481,37
1066,31
3540,7
1507,12
3354,4
2152,17
4109,10
1220,4
4929,8
4268,11
1384,2
5455,25
7365,1
7553,22
3457,39
5355,12
1414,35
889,21
3728,3
3336,1
6110,4
2264,1
4580,22
5807,2
1895,20
1428,33
2954,1
1787,3
5416,11
1958,3
2138,1
1423,18
1759,8
5868,28
3463,13
5994,5
6406,10
6111,24
5496,13
3193,5
6084,40
4434,25
6199,3
6731,2
6321,18
5668,31
7478,10
2564,29
4187,7
2357,11
2150,35
6940,17
3502,11
6739,17
5171,12
3031,23
2787,5
1836,2
1873,2
4096,10
4882,18
4362,3
6528,10
47,12
866,13
1006,9
5164,25
5750,1
1940,38
6141,23
2569,25
3883,38
6294,4
3051,1
5694,1
7281,9
7252,18
5278,13
426,20
3399,5
2769,7
11,25
6178,23
1996,20
5080,18
7204,1
555,7
3267,7
2182,13
5661,5
2702,11
3200,10
3212,13
3027,1
5944,35
5815,3
5298,17
6875,7
3283,3
6638,2
7655,1
2849,1
4613,28
1194,14
417,11
1597,1
3634,1
764,13
4270,25
1383,11
5848,0
345,25
6314,14
173,10
6763,9
7142,23
2775,15
6527,1
4139,11
3016,9
5707,38
1406,20
4780,13
989,18
1748,18
7346,38
5517,12
6271,15
3437,1
2457,1
2800,12
4395,5
513,18
92,8
3013,10
5137,10
1300,23
786,1
3456,10
1848,13
141,5
6247,9
7770,38
7779,25
988,2
429,38
5314,13
1864,3
550,4
2469,13
4543,12
3951,1
140,29
2343,1
6615,5
380,3
3197,2
2978,9
5785,13
671,14
7148,5
1145,25
6315,35
785,13
830,10
6261,8
1680,1
7466,15
7357,10
5184,17
669,20
7525,36
6212,11
2801,17
4050,40
7173,19
2562,11
5841,12
2633,26
711,13
1086,4
6389,25
1812,26
6062,38
6901,9
2837,25
7674,1
4938,25
6240,25
2920,4
1415,2
4166,35
7406,2
7682,8
6211,4
7451,20
1344,15
4123,9
1495,11
7356,9
4259,2
5378,2
2351,8
353,23
3227,38
6498,25
7516,5
3181,7
3725,12
1543,1
868,17
5713,1
3561,11
5103,8
5618,15
1861,5
5089,9
2416,8
1642,11
6659,2
5662,10
5754,9
2244,10
6566,13
3201,1
1667,5
4116,25
5075,23
1057,15
4012,2
4056,10
6582,11
4220,0
1697,4
519,2
5127,8
2302,28
2611,8
4758,5
5818,26
6127,18
2993,8
6495,12
7791,15
1948,1
1455,9
5799,3
7810,14
4861,5
3374,4
1283,25
5857,1
4448,5
3551,7
1207,27
1790,28
6216,12
3994,18
3278,23
6266,17
6584,5
6000,38
5357,38
5479,38
7584,8
1536,35
317,12
6071,17
2953,8
7283,35
7496,38
3095,1
6623,10
2208,4
2273,13
6206,21
5056,5
959,11
7000,7
7078,31
5926,21
3467,42
1083,25
7305,31
5285,18
7754,5
6824,21
4945,28
7498,1
2726,10
4626,14
7689,1
6052,25
2265,10
2615,1
1541,14
1641,3
1902,38
1727,10
4328,33
6799,7
4530,25
1825,12
1240,9
6040,13
7390,8
5721,1
3755,18
5475,15
1619,1
5288,10
4655,13
708,13
2518,25
4549,25
5572,11
974,12
6239,2
5040,11
1368,4
1288,11
2112,9
7347,13
3019,38
2070,11
255,3
634,10
4367,4
7805,10
3996,36
793,1
1487,40
4357,1
5364,12
3880,2
7486,12
7531,11
2024,1
7488,21
6410,19
7290,18
138,38
6456,2
2328,10
2641,18
183,38
739,11
1726,13
5824,4
1832,38
2665,15
2459,23
5717,13
2261,2
4846,13
251,18
5051,25
5460,5
910,10
1184,1
2788,4
2760,1
2750,10
6351,20
6316,7
4654,11
3638,29
3273,10
2674,18
7045,5
1922,10
7272,1
438,12
1246,17
7106,25
3552,8
5751,15
2394,33
3101,4
4848,11
5977,2
5257,9
4473,12
5267,13
6304,2
6982,25
5782,18
7092,9
6210,12
6422,2
4098,2
5595,9
7202,3
4136,25
4685,5
4491,3
4125,2
3635,1
5590,1
3159,7
760,2
4020,12
3300,12
2925,19
1319,2
3790,14
2199,25
2942,2
1964,5
2218,10
4952,9
1394,25
3161,38
1169,5
