image_path,0,1,2,3,4,5,6,7,8,9
img_000063.jpg,0.036,0.0744,0.0624,0.1516,0.31,0.14,0.0576,0.056,0.0368,0.0752
img_000064.jpg,0.0116,0.0504,0.0292,0.17,0.1924,0.2092,0.0816,0.0436,0.1568,0.0552
img_000065.jpg,0.0232,0.0556,0.0472,0.1516,0.3764,0.1452,0.028,0.0508,0.0584,0.0636
img_000066.jpg,0.0352,0.062,0.0604,0.1532,0.3072,0.166,0.0488,0.0556,0.0388,0.0728
img_000067.jpg,0.0676,0.0908,0.0444,0.0984,0.2696,0.1232,0.0384,0.0824,0.0656,0.1196
img_000068.jpg,0.0476,0.074,0.0524,0.126,0.3356,0.1372,0.042,0.0696,0.0404,0.0752
img_000069.jpg,0.04,0.0808,0.0604,0.1376,0.2608,0.1544,0.0712,0.062,0.0504,0.0824
img_000070.jpg,0.0484,0.078,0.0656,0.1392,0.2708,0.1456,0.0504,0.068,0.046,0.088
img_000071.jpg,0.0116,0.026,0.0372,0.1416,0.2756,0.1996,0.0448,0.058,0.1636,0.042
img_000072.jpg,0.0496,0.0872,0.0688,0.1576,0.246,0.1152,0.0436,0.08,0.0516,0.1004
img_000073.jpg,0.0332,0.0648,0.0556,0.1596,0.296,0.1384,0.0556,0.064,0.0576,0.0752
img_000074.jpg,0.0584,0.0888,0.0492,0.0948,0.2968,0.1308,0.0448,0.0704,0.0592,0.1068
img_000075.jpg,0.0108,0.0428,0.0232,0.1168,0.1996,0.1604,0.0264,0.0672,0.2896,0.0632
img_000076.jpg,0.0412,0.0568,0.05,0.0924,0.1748,0.142,0.0424,0.0756,0.2368,0.088
img_000077.jpg,0.0168,0.0516,0.0532,0.1596,0.3048,0.2024,0.06,0.0408,0.06,0.0508
img_000078.jpg,0.0468,0.0556,0.0544,0.154,0.1344,0.1364,0.0308,0.0628,0.2228,0.102
img_000079.jpg,0.0152,0.0492,0.0364,0.1732,0.1992,0.2088,0.092,0.0464,0.1176,0.062
img_000080.jpg,0.02,0.0604,0.0464,0.1568,0.2628,0.194,0.0744,0.0512,0.0736,0.0604
img_000081.jpg,0.0332,0.066,0.066,0.1788,0.3112,0.1284,0.0608,0.0628,0.034,0.0588
img_000082.jpg,0.0436,0.0656,0.0824,0.1512,0.2644,0.1608,0.0632,0.0544,0.038,0.0764
img_000083.jpg,0.0572,0.0592,0.0624,0.1184,0.3452,0.116,0.05,0.0512,0.0456,0.0948
img_000084.jpg,0.0252,0.0536,0.0648,0.1596,0.3848,0.15,0.0408,0.0392,0.0292,0.0528
img_000085.jpg,0.0168,0.0276,0.0364,0.1736,0.274,0.206,0.0548,0.05,0.0896,0.0712
img_000086.jpg,0.042,0.0696,0.0376,0.12,0.3084,0.1376,0.0332,0.0668,0.0912,0.0936
img_000087.jpg,0.0404,0.0584,0.0688,0.16,0.3184,0.1464,0.0516,0.0524,0.0328,0.0708
img_000088.jpg,0.06,0.1036,0.0556,0.0948,0.2628,0.1104,0.044,0.09,0.0652,0.1136
img_000089.jpg,0.026,0.0612,0.0536,0.1464,0.322,0.1404,0.048,0.0628,0.0748,0.0648
img_000090.jpg,0.0316,0.0776,0.0272,0.13,0.1636,0.1716,0.0616,0.0668,0.1696,0.1004
img_000091.jpg,0.0372,0.0796,0.0632,0.1328,0.3124,0.1304,0.0492,0.06,0.05,0.0852
img_000092.jpg,0.036,0.0704,0.0772,0.1364,0.3184,0.1412,0.0572,0.0616,0.0376,0.064
img_000093.jpg,0.0404,0.066,0.0556,0.1304,0.3036,0.1448,0.0484,0.0568,0.056,0.098
img_000094.jpg,0.0304,0.0648,0.0516,0.1348,0.43,0.1112,0.0328,0.058,0.0292,0.0572
img_000095.jpg,0.0316,0.0748,0.0504,0.1404,0.288,0.1516,0.0492,0.0604,0.0696,0.084
img_000096.jpg,0.0248,0.058,0.0444,0.1596,0.2424,0.1856,0.0864,0.048,0.0868,0.064
img_000097.jpg,0.0468,0.0668,0.0692,0.1412,0.2668,0.1368,0.0536,0.0688,0.0568,0.0932
img_000098.jpg,0.044,0.0592,0.0752,0.1652,0.2604,0.1568,0.0612,0.0564,0.04,0.0816
img_000099.jpg,0.0236,0.0772,0.0524,0.1476,0.2808,0.1628,0.0856,0.0468,0.0624,0.0608
img_000100.jpg,0.0716,0.094,0.0668,0.108,0.21,0.1096,0.0664,0.0796,0.0668,0.1272
img_000101.jpg,0.0276,0.06,0.0584,0.1628,0.324,0.148,0.0496,0.0484,0.0464,0.0748
img_000102.jpg,0.0684,0.0796,0.0412,0.0832,0.202,0.134,0.0724,0.0704,0.1148,0.134
img_000103.jpg,0.036,0.0652,0.0404,0.1332,0.206,0.1756,0.0692,0.0532,0.112,0.1092
img_000104.jpg,0.0564,0.0772,0.0548,0.1132,0.1944,0.1252,0.0616,0.072,0.1348,0.1104
img_000105.jpg,0.084,0.0892,0.0764,0.1596,0.1272,0.1112,0.0584,0.0624,0.086,0.1456
img_000106.jpg,0.0492,0.0812,0.066,0.1208,0.2588,0.1472,0.0528,0.07,0.0552,0.0988
img_000107.jpg,0.0476,0.0856,0.0764,0.1316,0.2572,0.126,0.0676,0.0708,0.0508,0.0864
img_000108.jpg,0.0348,0.0516,0.074,0.1488,0.3524,0.1428,0.048,0.0504,0.0356,0.0616
img_000109.jpg,0.04,0.07,0.0588,0.1516,0.2364,0.188,0.0572,0.0572,0.0616,0.0792
img_000110.jpg,0.0348,0.064,0.0496,0.1336,0.274,0.174,0.0724,0.0548,0.068,0.0748
img_000111.jpg,0.0316,0.0568,0.0648,0.1484,0.3632,0.1348,0.0496,0.0496,0.0344,0.0668
img_000112.jpg,0.03,0.0792,0.0496,0.112,0.3392,0.1472,0.0416,0.0688,0.0712,0.0612
img_000113.jpg,0.044,0.0724,0.0772,0.1316,0.3072,0.1124,0.0608,0.0652,0.044,0.0852
img_000114.jpg,0.0444,0.0716,0.0744,0.1312,0.2732,0.1416,0.0608,0.068,0.05,0.0848
img_000115.jpg,0.0424,0.0768,0.0612,0.1348,0.3008,0.1372,0.056,0.062,0.0492,0.0796
img_000116.jpg,0.0708,0.0852,0.0524,0.1188,0.2272,0.1232,0.0584,0.07,0.0692,0.1248
img_000117.jpg,0.0332,0.0712,0.034,0.1392,0.1716,0.1812,0.0832,0.066,0.138,0.0824
img_000118.jpg,0.024,0.0468,0.066,0.1836,0.34,0.1592,0.0556,0.042,0.03,0.0528
img_000119.jpg,0.0252,0.0532,0.04,0.1576,0.3128,0.146,0.0308,0.0636,0.0928,0.078
img_000120.jpg,0.0432,0.0724,0.066,0.1284,0.326,0.1284,0.048,0.058,0.0464,0.0832
img_000121.jpg,0.0504,0.0744,0.0592,0.118,0.3416,0.1208,0.0528,0.0688,0.0376,0.0764
img_000122.jpg,0.0208,0.0464,0.0668,0.1516,0.3244,0.17,0.0548,0.0484,0.074,0.0428
img_000123.jpg,0.0592,0.0832,0.0648,0.1228,0.2628,0.132,0.0576,0.0728,0.05,0.0948
img_000124.jpg,0.024,0.0472,0.0652,0.1552,0.3664,0.1576,0.0444,0.0336,0.058,0.0484
img_000125.jpg,0.052,0.05,0.0596,0.1884,0.144,0.168,0.0588,0.0872,0.1036,0.0884
img_000126.jpg,0.036,0.0596,0.072,0.1424,0.3192,0.1404,0.0532,0.0624,0.0384,0.0764
img_000127.jpg,0.0448,0.0664,0.0436,0.15,0.2072,0.1552,0.0716,0.0656,0.0992,0.0964
img_000128.jpg,0.0612,0.0908,0.0664,0.102,0.202,0.1212,0.056,0.0768,0.0848,0.1388
img_000129.jpg,0.056,0.098,0.0468,0.11,0.2784,0.1292,0.0452,0.0632,0.0636,0.1096
img_000130.jpg,0.0424,0.06,0.078,0.1416,0.3236,0.1352,0.068,0.0508,0.034,0.0664
img_000131.jpg,0.0096,0.052,0.0396,0.1332,0.2784,0.1976,0.0364,0.048,0.1532,0.052
img_000132.jpg,0.0364,0.0668,0.054,0.1356,0.254,0.1792,0.0676,0.0596,0.066,0.0808
img_000133.jpg,0.0504,0.0752,0.0672,0.1224,0.3056,0.1208,0.0556,0.0624,0.0492,0.0912
img_000134.jpg,0.0408,0.096,0.0356,0.098,0.1788,0.1732,0.0736,0.074,0.1164,0.1136
img_000135.jpg,0.0392,0.0644,0.0648,0.1376,0.3452,0.1232,0.042,0.0572,0.0396,0.0868
img_000136.jpg,0.0316,0.066,0.0616,0.1628,0.2692,0.1544,0.0716,0.0576,0.05,0.0752
img_000137.jpg,0.0312,0.0568,0.0656,0.1496,0.3528,0.1384,0.0564,0.0496,0.04,0.0596
img_000138.jpg,0.0404,0.064,0.0484,0.1324,0.374,0.1364,0.044,0.0512,0.0392,0.07
img_000139.jpg,0.0684,0.0968,0.0564,0.102,0.2048,0.124,0.0628,0.0772,0.08,0.1276
img_000140.jpg,0.0384,0.0724,0.068,0.1436,0.3164,0.1344,0.0576,0.054,0.0408,0.0744
img_000141.jpg,0.0512,0.0752,0.0724,0.136,0.2504,0.1408,0.0664,0.0624,0.0524,0.0928
img_000142.jpg,0.0212,0.074,0.0556,0.168,0.3004,0.1444,0.0628,0.0604,0.0472,0.066
img_000143.jpg,0.0416,0.064,0.0752,0.1524,0.3272,0.1236,0.0488,0.0608,0.0404,0.066
img_000144.jpg,0.058,0.082,0.0704,0.1168,0.2708,0.1256,0.0448,0.0592,0.0656,0.1068
img_000145.jpg,0.0512,0.0776,0.058,0.12,0.3084,0.116,0.062,0.0744,0.0456,0.0868
img_000146.jpg,0.0256,0.0296,0.03,0.0964,0.1672,0.158,0.0308,0.0564,0.3476,0.0584
img_000147.jpg,0.042,0.0756,0.062,0.1476,0.2928,0.1292,0.064,0.064,0.0412,0.0816
img_000148.jpg,0.0144,0.0424,0.0172,0.1124,0.1712,0.2068,0.0248,0.0672,0.2904,0.0532
img_000149.jpg,0.0432,0.0804,0.0628,0.1352,0.3244,0.1224,0.0464,0.0624,0.0444,0.0784
img_000150.jpg,0.0496,0.0792,0.0668,0.1456,0.2824,0.1372,0.0436,0.0656,0.0448,0.0852
img_000151.jpg,0.0548,0.0844,0.0604,0.1252,0.2828,0.132,0.0424,0.0644,0.0564,0.0972
img_000152.jpg,0.0376,0.074,0.0668,0.1832,0.2572,0.1336,0.0436,0.0496,0.062,0.0924
img_000153.jpg,0.0304,0.0544,0.0704,0.1664,0.328,0.1428,0.0532,0.052,0.0344,0.068
img_000154.jpg,0.0556,0.078,0.0504,0.1124,0.318,0.1188,0.0448,0.0636,0.0608,0.0976
img_000155.jpg,0.0464,0.0792,0.0592,0.1292,0.2936,0.1288,0.0584,0.0604,0.0476,0.0972
img_000156.jpg,0.0192,0.0488,0.062,0.1568,0.3824,0.1668,0.0384,0.042,0.042,0.0416
img_000157.jpg,0.0604,0.0816,0.0576,0.1148,0.252,0.1312,0.0648,0.0668,0.0636,0.1072
img_000158.jpg,0.0432,0.0564,0.0432,0.104,0.2344,0.148,0.0272,0.0728,0.1772,0.0936
img_000159.jpg,0.038,0.0672,0.084,0.1672,0.2784,0.1452,0.0556,0.0608,0.0372,0.0664
img_000160.jpg,0.0216,0.0572,0.0528,0.1412,0.3488,0.1464,0.0424,0.058,0.0704,0.0612
img_000161.jpg,0.0296,0.06,0.06,0.156,0.362,0.1416,0.0592,0.0464,0.0308,0.0544
img_000162.jpg,0.0688,0.082,0.0584,0.116,0.2576,0.124,0.05,0.0732,0.0604,0.1096
img_000163.jpg,0.044,0.0856,0.0372,0.11,0.2212,0.1628,0.058,0.0604,0.1168,0.104
img_000164.jpg,0.0372,0.07,0.0532,0.1412,0.3164,0.1384,0.044,0.056,0.0612,0.0824
img_000165.jpg,0.0316,0.064,0.0696,0.152,0.298,0.1572,0.0612,0.0536,0.0416,0.0712
img_000166.jpg,0.04,0.0864,0.0596,0.1116,0.2812,0.1648,0.0588,0.0576,0.0528,0.0872
img_000167.jpg,0.0508,0.076,0.0604,0.136,0.2976,0.1232,0.046,0.0676,0.0508,0.0916
img_000168.jpg,0.0344,0.0624,0.0392,0.1472,0.2988,0.164,0.0488,0.0608,0.0632,0.0812
img_000169.jpg,0.0572,0.078,0.0632,0.1292,0.2728,0.1248,0.0584,0.0636,0.0556,0.0972
img_000170.jpg,0.0504,0.084,0.0692,0.1424,0.2468,0.1112,0.0472,0.0832,0.0596,0.106
img_000171.jpg,0.0116,0.0352,0.0436,0.1596,0.3048,0.2236,0.0464,0.0384,0.0868,0.05
img_000172.jpg,0.032,0.0808,0.0576,0.1332,0.3072,0.1568,0.0488,0.0688,0.0388,0.076
img_000173.jpg,0.056,0.0744,0.062,0.12,0.2092,0.1276,0.0592,0.0668,0.11,0.1148
img_000174.jpg,0.0712,0.0752,0.0484,0.0972,0.2948,0.1144,0.0432,0.0708,0.0644,0.1204
img_000175.jpg,0.0492,0.0704,0.0684,0.132,0.296,0.1204,0.0568,0.0712,0.0436,0.092
img_000176.jpg,0.056,0.0876,0.06,0.0972,0.1612,0.1124,0.0584,0.0836,0.1632,0.1204
img_000177.jpg,0.0432,0.0704,0.0528,0.1284,0.3188,0.1432,0.0392,0.0632,0.0532,0.0876
img_000178.jpg,0.0248,0.0552,0.0592,0.1632,0.3708,0.1656,0.0564,0.038,0.0224,0.0444
img_000179.jpg,0.0296,0.0572,0.0624,0.1864,0.2244,0.1628,0.07,0.056,0.0812,0.07
img_000180.jpg,0.0476,0.0508,0.0552,0.1452,0.322,0.1448,0.056,0.0468,0.0488,0.0828
img_000181.jpg,0.036,0.0592,0.072,0.1532,0.2424,0.1656,0.0808,0.0592,0.0584,0.0732
img_000182.jpg,0.0292,0.0564,0.0668,0.1416,0.384,0.138,0.0336,0.0524,0.0344,0.0636
img_000183.jpg,0.066,0.0896,0.054,0.1128,0.2172,0.1156,0.056,0.0768,0.0852,0.1268
img_000184.jpg,0.0308,0.06,0.0644,0.178,0.2928,0.1552,0.0728,0.0528,0.0376,0.0556
img_000185.jpg,0.0424,0.0708,0.0456,0.12,0.3064,0.1396,0.0628,0.062,0.0592,0.0912
img_000186.jpg,0.0572,0.0992,0.0512,0.1236,0.266,0.1228,0.0536,0.082,0.046,0.0984
img_000187.jpg,0.0552,0.08,0.0656,0.13,0.2644,0.1268,0.0528,0.0676,0.0596,0.098
img_000188.jpg,0.0176,0.0468,0.03,0.128,0.2124,0.1736,0.0276,0.0516,0.2528,0.0596
img_000189.jpg,0.032,0.07,0.0384,0.1372,0.1864,0.1604,0.0884,0.0528,0.134,0.1004
img_000190.jpg,0.0284,0.0668,0.0364,0.1272,0.3068,0.164,0.062,0.0496,0.0784,0.0804
img_000191.jpg,0.0524,0.0748,0.0552,0.1236,0.3204,0.1284,0.0368,0.0612,0.0504,0.0968
img_000192.jpg,0.038,0.0736,0.068,0.142,0.2588,0.1488,0.0596,0.066,0.0604,0.0848
img_000193.jpg,0.038,0.0564,0.0632,0.1548,0.336,0.1312,0.0636,0.0512,0.036,0.0696
img_000194.jpg,0.0396,0.0812,0.0532,0.1204,0.2684,0.15,0.0644,0.0592,0.0676,0.096
img_000195.jpg,0.0668,0.0996,0.0468,0.1036,0.2528,0.1204,0.0568,0.0716,0.0648,0.1168
img_000196.jpg,0.0624,0.09,0.0648,0.116,0.2304,0.13,0.0624,0.0716,0.06,0.1124
img_000197.jpg,0.02,0.0468,0.076,0.1796,0.3248,0.1844,0.0452,0.0516,0.0252,0.0464
img_000198.jpg,0.0444,0.0616,0.076,0.1468,0.3052,0.124,0.056,0.0604,0.0456,0.08
img_000199.jpg,0.026,0.0624,0.0584,0.146,0.3516,0.1428,0.0464,0.0528,0.0344,0.0792
img_000200.jpg,0.0292,0.0544,0.0504,0.1372,0.3868,0.1376,0.036,0.0468,0.0456,0.076
img_000201.jpg,0.0428,0.0832,0.072,0.1232,0.3164,0.1152,0.0604,0.0648,0.0404,0.0816
img_000202.jpg,0.0284,0.0468,0.07,0.152,0.4176,0.1216,0.0492,0.042,0.0244,0.048
img_000203.jpg,0.0424,0.0816,0.0568,0.1164,0.3064,0.1352,0.04,0.0684,0.0568,0.096
img_000204.jpg,0.0508,0.0632,0.068,0.132,0.3272,0.1176,0.0528,0.0568,0.0456,0.086
img_000205.jpg,0.0544,0.06,0.0816,0.1464,0.2444,0.1536,0.0636,0.0504,0.0496,0.096
img_000206.jpg,0.0364,0.0612,0.0588,0.1344,0.3596,0.1424,0.05,0.0504,0.0348,0.072
img_000207.jpg,0.0296,0.0552,0.0684,0.1704,0.3692,0.1192,0.0416,0.056,0.0308,0.0596
img_000208.jpg,0.0268,0.0536,0.0652,0.17,0.2876,0.1732,0.056,0.0452,0.0692,0.0532
img_000209.jpg,0.0156,0.0492,0.068,0.182,0.396,0.1476,0.038,0.042,0.0224,0.0392
img_000210.jpg,0.0696,0.0864,0.0448,0.1004,0.2144,0.134,0.0576,0.0728,0.0872,0.1328
img_000211.jpg,0.0284,0.0656,0.0268,0.1456,0.2036,0.1796,0.0704,0.0692,0.1404,0.0704
img_000212.jpg,0.026,0.0476,0.0396,0.1272,0.2832,0.1856,0.0548,0.0612,0.1112,0.0636
img_000213.jpg,0.0264,0.0564,0.0536,0.1608,0.2532,0.1788,0.0492,0.0688,0.082,0.0708
img_000214.jpg,0.0592,0.0728,0.0736,0.1348,0.254,0.12,0.056,0.0732,0.0544,0.102
img_000215.jpg,0.03,0.0588,0.072,0.1644,0.268,0.1676,0.062,0.0548,0.0508,0.0716
img_000216.jpg,0.0212,0.044,0.0708,0.1948,0.346,0.158,0.046,0.0344,0.0324,0.0524
img_000217.jpg,0.07,0.084,0.0548,0.1092,0.2476,0.1188,0.0472,0.0808,0.0632,0.1244
img_000218.jpg,0.034,0.058,0.0684,0.132,0.3544,0.1424,0.0324,0.0512,0.0536,0.0736
img_000219.jpg,0.0268,0.0604,0.0416,0.148,0.2732,0.1812,0.0604,0.05,0.0788,0.0796
img_000220.jpg,0.0396,0.0708,0.054,0.1476,0.2912,0.1356,0.0556,0.0536,0.0584,0.0936
img_000221.jpg,0.0296,0.0856,0.0316,0.122,0.2508,0.148,0.0752,0.058,0.1172,0.082
img_000222.jpg,0.06,0.072,0.0524,0.1116,0.2672,0.1032,0.0448,0.0824,0.068,0.1384
img_000223.jpg,0.0584,0.0756,0.0708,0.1364,0.2056,0.1436,0.0596,0.066,0.0688,0.1152
img_000224.jpg,0.0776,0.0828,0.0512,0.0972,0.2112,0.1236,0.0584,0.0676,0.0988,0.1316
img_000225.jpg,0.0452,0.0624,0.0552,0.1356,0.2788,0.1548,0.0468,0.06,0.0812,0.08
img_000226.jpg,0.0264,0.0732,0.072,0.1428,0.362,0.1308,0.0492,0.0512,0.0348,0.0576
img_000227.jpg,0.0228,0.0612,0.0608,0.1704,0.3852,0.1412,0.038,0.048,0.0272,0.0452
img_000228.jpg,0.0344,0.0548,0.0648,0.1544,0.35,0.1504,0.0428,0.046,0.0376,0.0648
img_000229.jpg,0.034,0.0712,0.0432,0.1424,0.1868,0.1592,0.082,0.066,0.1304,0.0848
img_000230.jpg,0.0696,0.0748,0.062,0.112,0.2428,0.122,0.0528,0.0696,0.0696,0.1248
img_000231.jpg,0.0424,0.058,0.0648,0.16,0.2616,0.152,0.0576,0.0628,0.0616,0.0792
img_000232.jpg,0.0512,0.0692,0.0692,0.138,0.3,0.1156,0.0636,0.0584,0.0428,0.092
img_000233.jpg,0.018,0.0408,0.0328,0.126,0.2568,0.226,0.048,0.0496,0.146,0.056
img_000234.jpg,0.0672,0.0704,0.066,0.124,0.2728,0.1336,0.0528,0.0648,0.05,0.0984
img_000235.jpg,0.062,0.0808,0.0476,0.1028,0.2788,0.1192,0.0468,0.0744,0.0768,0.1108
img_000236.jpg,0.054,0.0732,0.07,0.13,0.262,0.1372,0.066,0.0672,0.0492,0.0912
img_000237.jpg,0.0508,0.0732,0.0584,0.138,0.236,0.1436,0.0488,0.082,0.064,0.1052
img_000238.jpg,0.0324,0.0684,0.064,0.1272,0.3888,0.134,0.0452,0.0428,0.0384,0.0588
img_000239.jpg,0.046,0.078,0.062,0.134,0.2828,0.1288,0.0448,0.0684,0.0592,0.096
img_000240.jpg,0.0236,0.0544,0.0592,0.1676,0.3564,0.16,0.0564,0.042,0.0328,0.0476
img_000241.jpg,0.054,0.0684,0.0668,0.134,0.2336,0.1388,0.0572,0.0696,0.0764,0.1012
img_000242.jpg,0.0308,0.0584,0.0592,0.1456,0.2912,0.1452,0.0704,0.0416,0.0796,0.078
img_000243.jpg,0.0764,0.0796,0.078,0.0904,0.2048,0.13,0.0588,0.078,0.072,0.132
img_000244.jpg,0.0256,0.0564,0.0812,0.1616,0.356,0.1228,0.048,0.0544,0.0348,0.0592
img_000245.jpg,0.0532,0.0688,0.0612,0.1056,0.3064,0.1476,0.0456,0.0612,0.0548,0.0956
